,TractFIPS,ARTHRITIS,BPHIGH,CANCER,CASTHMA,CHD,COPD,DIABETES,HIGHCHOL,KIDNEY,OBESITY,STROKE,BINGE,CSMOKING,LPA,SLEEP,MHLTH,PHLTH,ACCESS2,CHECKUP,CHOLSCREEN,DENTAL,City,Year
10355,48453001757.0,19.9,26.1,8.0,7.3,4.5,3.9,7.5,34.6,2.3,20.3,2.3,20.2,8.8,14.3,27.7,9.1,7.5,10.9,75.9,88.9,76.4,Austin,2021
10356,48453001755.0,17.5,24.2,6.5,6.8,3.5,3.2,7.3,34.4,2.0,19.0,2.0,18.8,8.2,13.8,28.7,8.3,6.9,9.6,75.8,91.0,78.0,Austin,2021
10357,48491020311.0,11.4,19.1,3.6,7.3,2.0,2.7,4.6,24.3,1.3,27.7,1.2,21.8,11.7,18.4,34.3,12.4,6.8,16.4,67.6,82.4,69.5,Austin,2021
10358,48453000601.0,5.0,11.5,0.7,11.9,1.2,3.3,2.5,11.3,1.3,20.1,0.8,21.2,15.7,27.2,36.5,27.0,9.8,28.7,64.1,58.3,44.2,Austin,2021
10359,48453002113.0,18.5,28.7,5.8,8.7,4.5,4.6,10.1,31.2,2.8,27.0,3.0,20.1,12.7,20.7,33.8,11.9,9.7,20.9,74.2,85.9,61.1,Austin,2021
10360,48453000603.0,6.2,12.8,0.9,12.4,1.6,4.1,2.8,12.5,1.5,21.4,1.0,21.4,17.9,27.8,36.5,28.7,11.1,26.6,63.5,57.9,42.6,Austin,2021
10361,48491020503.0,22.3,31.1,7.9,7.6,4.8,5.0,8.6,37.2,2.4,30.1,2.6,17.5,10.9,19.9,32.0,11.0,9.5,13.4,75.1,88.5,70.5,Austin,2021
10362,48453001602.0,10.9,16.1,4.0,7.1,2.1,2.2,4.1,23.4,1.4,18.2,1.2,24.5,8.4,12.6,30.0,10.1,5.5,12.0,69.0,83.0,72.7,Austin,2021
10363,48453001714.0,14.6,20.4,5.0,7.6,2.9,3.2,5.9,28.7,1.7,20.1,1.7,23.1,10.2,14.5,30.6,10.7,6.9,12.7,71.8,85.3,73.1,Austin,2021
10364,48453002403.0,16.7,24.7,5.0,8.3,4.3,4.8,9.5,30.7,2.6,26.7,2.5,21.2,14.9,23.2,32.9,13.4,10.8,25.8,69.7,82.2,59.1,Austin,2021
10365,48453001403.0,16.0,23.7,4.9,8.1,4.2,4.6,8.3,29.4,2.4,25.5,2.3,23.0,14.0,20.8,32.7,13.1,9.9,23.1,69.1,82.0,59.9,Austin,2021
10366,48453001826.0,16.2,23.8,5.7,7.8,4.0,4.1,7.4,28.4,2.3,22.2,2.4,21.0,12.6,19.9,32.7,12.0,8.6,20.2,71.6,83.3,64.6,Austin,2021
10367,48453001901.0,16.2,21.7,5.7,8.1,3.6,3.8,6.1,29.2,2.0,21.7,2.0,23.9,11.3,15.2,28.5,11.6,7.8,13.7,70.8,84.1,74.0,Austin,2021
10368,48453001305.0,12.9,18.9,4.3,7.9,2.7,2.9,5.9,25.7,1.8,22.4,1.5,24.4,10.8,15.6,30.5,11.7,7.2,15.4,69.5,83.2,69.5,Austin,2021
10369,48453002423.0,15.1,21.9,4.7,8.0,3.2,3.8,7.7,28.9,2.1,24.9,2.0,22.6,13.1,19.6,31.9,12.2,8.8,21.4,70.4,83.9,67.3,Austin,2021
10370,48453001769.0,19.1,25.0,6.4,8.1,4.0,4.7,7.7,33.0,2.2,23.4,2.3,22.0,13.2,17.4,30.2,11.7,9.1,14.6,72.8,86.3,71.8,Austin,2021
10371,48453002005.0,12.6,19.0,3.9,8.3,2.9,3.6,6.0,24.7,1.8,23.6,1.7,24.8,13.6,18.9,32.3,13.6,8.4,22.0,67.3,78.8,62.0,Austin,2021
10372,48453001847.0,13.4,20.7,4.2,7.8,2.7,3.3,6.7,27.0,1.8,22.1,1.7,21.9,12.6,18.1,34.0,11.8,7.7,17.9,70.6,83.6,64.0,Austin,2021
10373,48453002410.0,15.5,23.7,4.3,8.7,4.0,4.9,9.3,28.7,2.5,27.6,2.4,21.5,16.4,25.8,34.7,15.0,11.3,30.6,68.3,79.9,52.9,Austin,2021
10374,48453002110.0,17.0,29.0,4.5,9.4,4.8,5.2,12.3,29.5,3.2,30.6,3.5,18.9,17.1,29.3,36.7,15.0,12.4,34.0,71.2,80.7,50.6,Austin,2021
10375,48453001833.0,19.4,29.3,5.7,9.0,5.6,6.4,11.9,32.4,3.1,28.9,3.5,19.0,17.6,30.0,35.8,14.7,13.1,36.4,70.6,80.6,48.9,Austin,2021
10376,48453001706.0,19.6,25.4,7.5,7.7,4.4,4.0,7.2,33.3,2.3,21.0,2.3,21.1,9.0,14.3,27.9,9.8,7.7,11.1,74.8,88.4,75.2,Austin,2021
10377,48453002307.0,12.6,20.5,3.5,8.5,3.3,4.0,7.6,25.3,2.1,25.9,2.0,23.3,15.1,23.3,34.4,14.8,9.9,28.7,66.9,77.7,55.6,Austin,2021
10378,48453000203.0,8.7,14.0,2.3,9.7,1.9,3.0,3.7,17.9,1.4,19.4,1.2,25.0,12.1,17.3,30.4,17.2,7.3,17.7,66.4,74.6,64.8,Austin,2021
10379,48453001747.0,18.1,25.6,5.5,8.7,4.4,5.2,9.1,30.8,2.5,26.6,2.6,20.9,15.1,22.2,33.6,13.8,10.7,22.7,71.1,83.2,60.4,Austin,2021
10380,48453001805.0,15.9,25.8,4.0,8.9,4.8,5.8,11.1,29.2,2.9,30.8,2.9,19.8,19.1,31.9,36.5,16.4,13.8,40.1,66.7,75.4,45.7,Austin,2021
10381,48453001781.0,23.0,29.6,9.1,7.5,5.4,4.8,8.8,37.8,2.7,21.2,2.8,18.4,9.6,15.7,27.5,9.2,8.6,11.7,77.5,90.3,75.0,Austin,2021
10382,48453001718.0,17.6,23.2,6.7,7.5,4.0,3.7,6.5,30.8,2.1,19.8,2.1,21.4,9.0,14.4,28.4,10.2,7.3,11.6,73.2,86.1,74.5,Austin,2021
10383,48453002212.0,16.3,26.1,4.3,9.2,4.0,4.9,10.5,29.2,2.6,30.4,2.7,20.1,17.4,27.5,36.9,14.9,11.9,32.4,70.1,81.8,54.2,Austin,2021
10384,48453001707.0,20.3,26.2,8.2,7.6,4.8,4.3,7.5,33.6,2.5,20.3,2.5,20.6,9.2,15.3,27.6,9.9,8.0,12.9,75.1,87.8,74.3,Austin,2021
10385,48453002318.0,11.3,20.1,2.6,9.7,3.2,4.3,8.1,22.7,2.3,26.6,2.0,20.8,16.7,28.6,36.8,18.8,11.5,34.2,66.2,70.2,44.5,Austin,2021
10386,48453000804.0,17.3,28.8,4.5,9.7,4.8,5.4,11.5,29.1,3.1,29.6,3.5,19.7,17.6,27.0,36.3,15.4,12.2,28.0,70.9,80.5,51.9,Austin,2021
10387,48453002431.0,13.5,22.4,3.6,8.5,3.4,4.2,9.1,27.2,2.3,28.5,2.2,21.3,16.1,26.7,35.5,14.4,11.0,34.8,67.6,78.3,51.9,Austin,2021
10388,48453002109.0,22.6,36.9,6.5,9.4,6.0,5.8,15.0,33.9,4.0,30.3,4.8,17.0,14.0,25.5,36.5,12.6,11.8,23.4,77.2,86.5,55.8,Austin,2021
10389,48453002312.0,15.2,26.1,3.5,9.5,4.9,5.7,12.7,28.8,3.3,32.7,3.0,18.4,20.0,35.7,37.2,17.8,15.2,45.3,66.3,74.5,41.9,Austin,2021
10390,48453000307.0,14.5,20.5,5.2,7.7,3.1,3.0,5.8,27.5,1.8,21.3,1.8,24.3,9.3,13.8,29.2,10.5,6.8,12.7,71.2,85.3,74.0,Austin,2021
10391,48453000305.0,10.4,15.5,3.3,8.2,2.2,2.7,4.0,21.6,1.4,20.0,1.2,27.4,11.2,14.4,29.8,13.3,6.5,14.4,66.8,78.4,69.2,Austin,2021
10392,48453001915.0,21.6,28.1,8.3,7.9,5.7,5.2,8.5,33.5,2.9,21.6,3.1,20.0,11.4,18.8,29.7,11.4,9.5,15.9,74.3,86.1,66.5,Austin,2021
10393,48491020508.0,12.5,20.1,3.8,7.7,2.2,3.1,5.1,25.3,1.4,28.8,1.4,21.9,12.5,19.5,34.5,13.2,7.4,17.6,68.2,83.1,69.0,Austin,2021
10394,48453002208.0,14.8,26.8,3.5,9.3,4.1,5.4,10.8,27.6,2.7,32.1,2.9,21.2,21.2,31.7,39.9,16.7,13.2,40.2,66.9,76.2,39.6,Austin,2021
10395,48453000205.0,11.5,16.8,4.1,7.5,2.3,2.5,4.5,24.0,1.4,20.2,1.3,26.7,9.7,13.2,30.1,11.0,6.1,13.4,68.7,82.2,71.9,Austin,2021
10396,48453001754.0,17.3,23.2,6.3,7.8,3.8,3.9,6.8,30.5,2.1,21.6,2.1,22.7,11.1,15.8,30.1,11.1,7.8,14.2,72.4,85.9,71.3,Austin,2021
10397,48453001776.0,15.9,22.4,5.3,7.8,3.4,3.7,7.1,29.7,2.0,23.6,2.0,23.4,11.7,16.7,30.9,11.3,8.1,16.2,71.3,85.9,69.7,Austin,2021
10398,48453001839.0,12.2,20.5,3.5,8.0,2.5,3.3,7.0,25.9,1.7,22.3,1.8,21.8,14.2,20.7,35.1,12.8,8.1,22.5,69.7,82.1,63.1,Austin,2021
10399,48453001844.0,15.5,23.6,4.7,8.6,3.7,4.4,7.8,27.6,2.3,25.1,2.3,21.9,14.7,21.7,33.5,13.8,9.6,22.4,70.3,80.8,62.5,Austin,2021
10400,48453002105.0,15.2,25.2,3.9,9.2,4.5,5.6,10.2,27.7,2.8,29.7,2.8,20.5,18.8,30.1,35.6,16.6,13.0,37.0,66.8,76.7,49.9,Austin,2021
10401,48453001812.0,13.6,23.9,3.4,9.3,4.1,5.0,9.9,26.1,2.7,29.9,2.7,20.8,18.7,31.1,36.2,17.0,12.8,40.6,66.1,75.5,47.1,Austin,2021
10402,48453001100.0,12.7,19.9,4.4,7.2,2.9,2.9,5.5,26.4,1.7,21.6,1.6,26.3,10.6,14.1,30.7,10.6,6.7,13.9,68.8,83.2,70.2,Austin,2021
10403,48453002002.0,17.9,24.2,6.0,8.2,4.1,4.6,8.0,31.4,2.3,24.4,2.3,22.6,13.8,19.1,31.6,12.4,9.4,19.3,71.3,85.0,67.0,Austin,2021
10404,48453002427.0,14.9,24.5,3.6,9.4,4.2,5.4,11.0,28.6,2.7,31.1,2.6,19.9,19.3,32.1,37.0,17.0,13.7,41.6,66.6,76.5,45.3,Austin,2021
10405,48453001822.0,14.3,23.8,3.6,9.0,4.1,5.2,9.8,27.5,2.5,29.0,2.5,20.4,18.4,30.6,36.1,16.2,12.5,40.0,66.5,76.2,47.9,Austin,2021
10406,48453001911.0,9.3,14.0,3.2,7.7,1.7,2.2,3.6,21.0,1.2,18.6,1.0,27.8,9.4,12.6,29.6,11.7,5.5,13.1,67.0,79.8,72.3,Austin,2021
10407,48491020504.0,13.2,22.2,3.8,8.0,2.7,3.6,6.6,26.3,1.7,31.8,1.7,21.2,13.6,23.2,36.2,14.3,8.9,23.4,68.1,80.2,62.4,Austin,2021
10408,48453001832.0,20.1,28.5,6.3,8.7,5.0,5.6,9.7,32.8,2.7,26.7,2.9,20.0,14.6,21.7,32.7,12.9,10.7,21.0,73.3,86.1,64.9,Austin,2021
10409,48453001603.0,17.6,22.4,6.8,7.5,3.4,3.2,5.8,31.8,1.9,20.3,1.8,22.6,8.0,12.0,26.8,9.2,6.6,8.6,74.1,89.2,79.7,Austin,2021
10410,48453001848.0,14.4,22.0,4.5,7.7,3.1,3.5,7.2,28.6,1.9,22.3,1.9,22.0,12.4,18.3,33.1,11.7,8.0,18.3,71.1,84.6,66.0,Austin,2021
10411,48453000500.0,9.2,14.4,2.6,8.8,2.1,2.9,3.7,19.1,1.4,19.1,1.2,26.4,11.6,16.0,31.3,15.7,7.0,16.2,65.8,75.3,63.2,Austin,2021
10412,48453001850.0,10.1,16.9,2.9,8.2,2.0,2.9,5.0,21.7,1.5,22.0,1.4,25.2,13.4,18.4,33.3,13.6,7.3,21.6,67.3,78.4,65.2,Austin,2021
10413,48453002104.0,17.8,25.7,5.5,8.5,4.5,4.9,8.9,30.2,2.7,26.5,2.7,20.6,14.0,21.6,33.9,13.1,10.5,21.7,70.9,83.4,56.0,Austin,2021
10414,48453001828.0,16.7,22.4,5.7,7.9,3.3,3.7,6.5,30.6,1.9,22.4,1.9,23.3,11.5,15.2,30.6,11.0,7.8,13.0,72.1,86.5,72.7,Austin,2021
10415,48453000801.0,20.4,32.1,6.4,8.1,6.6,5.5,15.2,35.5,4.0,28.5,3.9,17.1,13.1,28.1,33.2,12.1,12.6,32.6,73.8,83.7,52.6,Austin,2021
10416,48453001785.0,11.6,17.3,3.7,7.8,2.2,2.8,5.0,24.0,1.5,21.1,1.4,25.1,11.6,15.6,32.2,12.1,6.7,16.0,68.8,82.3,68.7,Austin,2021
10417,48453001304.0,13.5,18.2,4.9,7.8,2.6,2.9,4.8,26.3,1.6,20.7,1.5,25.8,10.1,13.2,29.5,10.8,6.5,12.4,69.8,83.7,73.2,Austin,2021
10418,48453001716.0,16.9,22.3,6.2,7.6,3.4,3.4,6.2,31.1,1.9,20.9,1.9,23.0,9.6,13.6,29.2,10.0,7.2,10.8,73.0,87.3,75.6,Austin,2021
10419,48453001501.0,19.8,25.2,7.9,7.6,4.3,4.1,7.1,33.6,2.3,20.9,2.3,21.3,9.7,14.6,27.7,9.7,7.8,11.7,74.8,89.0,75.3,Austin,2021
10420,48453002413.0,13.7,24.1,3.0,9.7,3.9,5.1,11.0,26.7,2.7,32.4,2.6,19.6,20.3,34.9,37.8,18.1,14.2,46.3,65.6,75.0,42.6,Austin,2021
10421,48453000102.0,22.8,28.6,9.3,7.4,5.1,4.3,7.9,37.6,2.5,20.7,2.6,18.9,8.0,13.6,26.2,8.5,8.0,8.8,77.8,90.2,78.9,Austin,2021
10422,48453001748.0,14.2,20.0,4.8,7.9,2.9,3.4,6.1,27.2,1.8,22.6,1.7,24.1,12.0,16.5,31.7,11.9,7.6,17.0,70.0,83.8,68.0,Austin,2021
10423,48453002304.0,8.5,15.5,2.6,7.0,1.9,2.1,5.2,21.6,1.5,23.0,1.2,26.3,9.6,16.8,32.2,10.9,6.5,23.7,66.2,80.9,63.4,Austin,2021
10424,48453001770.0,15.8,21.3,5.8,7.3,2.9,3.0,6.0,30.8,1.7,20.7,1.7,22.1,9.0,13.1,29.5,9.2,6.6,10.4,73.3,88.8,76.6,Austin,2021
10425,48453001402.0,14.2,19.3,4.9,7.8,2.8,3.1,5.3,27.5,1.6,21.4,1.6,25.1,10.3,13.8,29.4,11.0,7.0,12.4,70.2,84.3,74.1,Austin,2021
10426,48491020405.0,17.5,27.2,5.2,8.1,3.9,4.9,8.2,31.3,2.2,31.6,2.3,18.5,14.5,24.5,35.7,13.9,10.3,21.3,70.3,83.2,62.2,Austin,2021
10427,48453002409.0,15.8,23.5,5.0,8.2,3.8,4.1,8.9,30.1,2.3,25.4,2.2,21.8,13.1,20.9,32.4,12.4,9.5,23.6,70.8,84.0,62.7,Austin,2021
10428,48491020404.0,21.5,31.0,6.6,8.2,4.8,5.7,9.3,35.2,2.5,32.3,2.8,17.3,14.2,24.0,34.5,13.5,11.1,17.3,72.8,85.2,64.6,Austin,2021
10429,48453001835.0,14.1,22.2,3.8,8.7,3.1,4.0,8.1,26.9,2.1,27.3,2.1,21.6,14.9,23.2,34.9,14.0,10.0,27.2,69.4,81.4,59.1,Austin,2021
10430,48453000206.0,18.2,24.0,6.7,7.9,4.0,3.9,6.9,31.3,2.2,21.6,2.2,22.0,10.2,15.1,28.5,10.6,7.9,12.4,73.1,86.6,73.7,Austin,2021
10431,48453001782.0,18.3,24.9,7.1,6.9,3.9,3.5,7.4,34.5,2.1,18.7,2.1,18.8,8.4,14.4,28.9,8.5,7.2,10.5,76.0,90.6,76.6,Austin,2021
10432,48453001745.0,21.2,27.7,7.6,8.0,5.0,4.9,8.5,34.5,2.6,22.9,2.7,19.9,11.3,17.3,28.9,10.9,9.2,13.9,74.9,87.7,72.7,Austin,2021
10433,48453002003.0,16.2,24.4,4.5,8.6,4.4,5.0,9.8,29.4,2.7,28.5,2.5,20.9,15.9,25.5,34.0,14.8,11.7,29.5,68.6,79.3,55.1,Austin,2021
10434,48453001200.0,11.6,16.4,4.2,7.5,2.2,2.5,4.1,24.2,1.4,18.9,1.2,26.6,9.3,12.3,28.9,10.7,5.7,11.9,68.7,83.6,74.2,Austin,2021
10435,48491020410.0,15.7,24.2,5.2,7.4,3.1,3.5,6.6,29.8,1.8,28.6,1.8,20.1,11.0,19.3,33.6,11.8,7.9,15.6,70.9,85.3,70.0,Austin,2021
10436,48453000306.0,11.1,17.4,3.5,7.8,2.2,2.6,5.1,23.4,1.5,22.1,1.4,24.7,10.9,15.7,31.5,11.8,6.8,16.9,68.3,81.9,67.9,Austin,2021
10437,48453002424.0,17.9,26.2,5.2,8.6,4.8,5.5,10.0,31.4,2.7,27.5,2.7,20.6,16.0,24.5,33.2,14.0,11.6,26.9,70.1,82.2,58.7,Austin,2021
10438,48453001845.0,16.7,23.3,5.5,8.1,3.7,4.3,7.4,30.1,2.1,23.3,2.1,22.0,13.0,18.4,31.8,12.1,8.8,18.0,71.2,83.8,68.1,Austin,2021
10439,48453002108.0,20.0,33.7,5.0,10.2,5.2,6.0,13.6,30.4,3.5,32.4,4.3,18.3,17.8,28.4,38.5,15.3,12.7,28.5,74.2,81.9,52.6,Austin,2021
10440,48453001729.0,14.5,20.5,4.6,8.4,3.1,3.8,6.5,27.3,1.9,23.8,1.8,23.9,13.5,18.4,32.4,13.1,8.6,19.6,69.3,83.0,64.6,Austin,2021
10441,48453001401.0,11.9,16.8,4.3,7.6,2.4,2.5,4.3,24.1,1.5,19.6,1.3,27.1,9.4,12.6,28.8,11.0,5.9,12.0,68.6,81.6,73.6,Austin,2021
10442,48453001823.0,14.3,24.7,3.2,9.6,4.1,5.5,10.8,27.7,2.7,31.5,2.7,20.1,21.3,34.2,38.1,17.8,14.2,44.9,65.3,75.9,42.5,Austin,2021
10443,48453000101.0,18.5,23.8,7.9,7.3,4.3,3.4,6.1,31.1,2.2,19.2,2.2,21.7,7.7,13.3,26.7,9.3,6.9,10.0,74.3,87.8,76.7,Austin,2021
10444,48453001910.0,20.5,26.2,7.9,7.6,4.6,4.2,7.4,34.4,2.4,20.6,2.5,19.8,8.9,14.9,27.6,9.7,8.1,10.8,75.6,88.4,75.8,Austin,2021
10445,48453001811.0,16.2,26.7,4.3,9.0,4.9,5.6,11.1,28.6,3.0,30.5,3.1,19.7,17.3,30.0,36.2,15.7,12.9,37.5,68.3,78.9,46.8,Austin,2021
10446,48453001753.0,7.8,12.7,2.8,7.0,1.3,1.7,3.0,19.3,1.0,17.3,0.8,28.0,8.4,11.8,30.1,10.6,4.6,12.7,66.8,81.9,73.8,Austin,2021
10447,48453001849.0,8.1,13.7,2.5,7.6,1.5,2.0,3.5,19.0,1.2,19.5,0.9,26.6,10.3,14.5,31.6,12.2,5.6,16.4,66.6,80.1,68.6,Austin,2021
10448,48453002112.0,17.5,28.6,4.1,10.0,5.1,6.6,11.7,29.3,3.1,32.0,3.4,18.8,20.3,31.5,37.8,17.4,14.4,35.0,68.8,77.8,44.7,Austin,2021
10449,48453001829.0,12.6,18.3,3.9,8.1,2.5,3.2,5.2,24.6,1.6,22.2,1.5,25.8,12.3,16.0,32.1,12.8,7.3,16.1,68.4,81.6,66.7,Austin,2021
10450,48453001819.0,15.6,26.5,3.5,9.5,5.0,6.7,11.6,28.8,3.0,31.1,3.1,18.3,22.8,36.3,38.2,18.5,15.6,44.8,65.1,74.5,38.8,Austin,2021
10451,48453001503.0,13.4,20.2,4.3,7.9,3.2,3.5,6.5,26.3,1.9,23.2,1.8,24.1,12.2,17.8,31.4,12.5,8.1,18.9,68.7,81.6,65.6,Austin,2021
10452,48453001786.0,9.8,15.0,3.3,7.3,1.8,2.2,3.9,22.1,1.2,18.7,1.1,26.5,9.9,13.4,31.3,11.0,5.6,13.7,67.7,81.2,71.0,Austin,2021
10453,48453001303.0,16.0,21.6,5.5,8.0,3.3,3.8,6.0,29.6,1.9,22.0,1.9,24.1,11.6,14.9,29.9,11.2,7.8,12.9,70.6,85.0,71.8,Austin,2021
10454,48453001749.0,14.5,20.5,4.8,7.9,3.1,3.5,6.1,27.1,1.9,21.5,1.8,22.4,11.7,17.1,30.6,12.0,7.8,16.3,70.1,82.4,70.7,Austin,2021
10455,48453000402.0,16.1,25.2,5.1,8.7,4.2,4.2,8.6,27.1,2.7,24.4,2.9,22.4,13.8,20.6,32.4,13.6,9.2,19.9,70.6,81.2,61.9,Austin,2021
10456,48453002412.0,14.9,25.1,3.7,9.0,4.4,5.2,11.9,29.8,2.8,31.1,2.7,19.6,18.7,33.6,36.6,16.1,13.8,45.5,66.7,76.1,45.0,Austin,2021
10457,48453000700.0,15.7,23.6,4.8,8.5,4.8,4.6,7.6,27.7,2.4,22.9,2.5,21.9,12.5,19.1,30.8,14.3,9.4,17.0,69.7,78.6,65.8,Austin,2021
10458,48453000901.0,11.2,19.3,3.5,8.7,2.7,2.8,6.7,23.1,1.9,23.2,1.8,23.8,11.3,18.5,32.4,13.2,7.6,21.3,70.2,81.1,65.2,Austin,2021
10459,48453001604.0,21.1,26.4,8.8,7.3,4.4,3.6,7.0,36.0,2.3,19.9,2.3,19.9,7.1,12.2,25.7,8.2,7.1,8.0,77.2,91.1,79.6,Austin,2021
10460,48453001712.0,22.5,29.7,8.1,8.2,6.3,6.1,9.8,34.6,3.2,24.1,3.4,18.8,12.6,21.6,30.1,12.1,11.0,20.5,74.1,85.2,64.5,Austin,2021
10461,48453002107.0,19.5,31.5,5.4,9.4,5.1,5.6,12.3,31.4,3.2,29.8,3.7,18.8,16.0,26.2,36.5,13.8,11.8,27.1,73.6,83.5,53.8,Austin,2021
10462,48453000902.0,15.2,25.2,4.4,8.1,4.5,4.1,11.4,30.2,2.9,28.2,2.5,19.6,13.8,25.8,32.8,13.0,11.1,30.2,70.0,81.8,57.2,Austin,2021
10463,48491020403.0,22.0,31.6,6.9,8.1,5.2,5.8,9.6,35.8,2.6,32.8,2.8,17.5,13.6,23.6,34.5,13.2,11.2,17.8,72.9,85.8,62.6,Austin,2021
10464,48453001820.0,13.8,24.0,3.2,9.2,4.1,5.4,10.0,26.6,2.6,31.3,2.5,20.5,20.3,33.0,37.7,17.5,13.6,43.3,64.9,73.3,41.9,Austin,2021
10465,48453001751.0,25.0,31.2,10.7,7.3,5.9,4.5,8.6,39.3,2.9,20.1,2.9,17.0,7.2,13.8,25.0,8.0,8.0,8.5,79.9,92.3,79.7,Austin,2021
10466,48453002421.0,13.1,19.6,3.7,8.6,2.8,3.7,6.6,25.1,1.9,24.8,1.7,23.5,14.2,20.4,33.0,14.4,8.9,22.4,68.2,79.3,62.4,Austin,2021
10467,48453001842.0,16.8,25.6,4.4,9.4,4.2,5.8,9.5,29.4,2.5,28.4,2.7,20.1,19.5,27.5,36.3,16.1,12.4,30.4,68.8,79.6,52.8,Austin,2021
10468,48453001817.0,19.4,25.6,6.7,8.4,4.6,5.2,8.0,31.9,2.5,23.4,2.6,21.4,13.6,19.1,30.4,12.5,9.7,17.6,71.9,84.9,66.3,Austin,2021
10469,48453001738.0,18.6,24.5,6.8,7.6,3.9,3.8,7.3,33.2,2.1,21.9,2.2,21.4,9.9,14.9,29.6,9.9,7.9,12.0,74.3,88.7,73.7,Austin,2021
10470,48453000802.0,19.2,31.9,4.7,10.3,5.5,6.1,13.2,29.7,3.7,32.2,4.2,17.5,17.7,29.0,37.4,16.4,13.5,28.3,72.7,82.1,50.7,Austin,2021
10471,48453002314.0,9.9,18.0,2.4,9.1,2.4,3.5,6.2,21.1,1.8,26.0,1.6,23.6,16.1,24.4,35.7,16.6,9.6,30.9,65.5,74.4,51.2,Austin,2021
10472,48453002425.0,11.6,18.4,3.5,7.9,2.4,3.1,6.2,24.6,1.7,24.3,1.5,24.5,13.5,19.4,33.5,13.0,8.0,23.4,67.7,82.0,63.8,Austin,2021
10473,48453001722.0,12.5,18.0,4.1,7.9,2.5,3.0,5.0,24.7,1.6,20.7,1.5,24.7,11.4,15.3,30.9,12.2,6.9,14.9,68.9,82.9,69.1,Austin,2021
10474,48453001756.0,18.3,24.2,6.5,7.7,3.8,4.1,7.2,32.7,2.1,21.4,2.2,21.6,11.3,15.6,30.4,10.5,8.0,12.9,73.4,87.9,72.3,Austin,2021
10475,48453001505.0,15.7,21.0,5.8,7.7,3.3,3.4,5.9,28.9,1.9,21.1,1.8,24.1,10.3,14.4,29.8,10.8,7.2,12.7,71.5,85.5,72.2,Austin,2021
10476,48453002316.0,9.8,18.4,2.4,8.4,2.5,3.3,7.2,22.6,1.9,27.1,1.6,23.7,16.3,26.3,36.2,15.6,9.9,37.0,64.3,74.0,48.2,Austin,2021
10477,48453002315.0,10.4,18.8,2.6,8.8,2.8,3.8,7.1,22.8,2.0,26.9,1.7,23.0,16.4,26.7,35.2,16.2,10.4,36.4,64.5,76.1,49.7,Austin,2021
10478,48453001728.0,17.2,23.8,5.7,8.2,3.9,4.2,7.8,30.4,2.3,24.5,2.2,22.2,12.6,18.2,31.8,12.1,9.0,17.7,71.6,84.3,66.7,Austin,2021
10479,48453002402.0,12.7,19.6,3.8,8.3,3.0,3.6,7.2,25.5,2.0,24.2,1.8,23.7,13.2,20.6,32.8,13.9,8.8,24.4,68.2,79.0,60.4,Austin,2021
10480,48453001806.0,13.9,23.5,3.4,8.9,3.8,4.9,9.7,27.2,2.5,29.8,2.4,21.3,18.5,29.9,36.5,16.2,12.3,38.5,66.5,77.3,47.9,Austin,2021
10481,48453001740.0,15.2,20.9,5.3,7.7,3.0,3.3,6.3,29.2,1.8,21.9,1.7,22.8,10.4,15.2,30.0,10.7,7.3,14.0,72.0,86.4,73.1,Austin,2021
10482,48453001774.0,15.7,22.0,5.2,7.9,3.2,3.6,7.0,29.6,1.9,23.5,1.9,22.5,11.9,17.0,31.1,11.4,8.1,16.2,71.5,85.8,71.1,Austin,2021
10483,48453002308.0,10.7,17.0,3.0,9.4,2.7,3.5,5.6,21.3,1.8,23.0,1.6,23.7,13.2,20.6,32.5,16.5,8.6,23.5,67.1,76.2,59.6,Austin,2021
10484,48453001308.0,13.4,20.3,4.5,7.7,3.2,3.2,7.0,26.8,2.1,23.2,1.8,23.7,11.2,17.6,31.2,11.9,7.9,19.1,69.4,82.4,65.5,Austin,2021
10485,48453000604.0,6.1,13.1,0.9,11.8,1.7,4.0,3.0,12.8,1.5,20.7,1.0,20.8,17.6,28.1,36.6,27.5,10.8,27.3,63.5,57.7,41.1,Austin,2021
10486,48491020509.0,15.6,24.1,5.3,7.0,2.8,3.2,6.3,31.4,1.6,27.7,1.7,19.1,10.3,17.7,32.8,10.3,7.3,13.1,71.9,87.8,74.5,Austin,2021
10487,48453001752.0,8.1,13.8,2.3,8.2,1.7,2.5,3.7,18.4,1.3,18.7,1.0,24.7,12.2,17.4,32.6,14.6,6.6,18.7,65.4,74.1,61.0,Austin,2021
10488,48453002422.0,14.1,21.1,4.5,7.7,3.1,3.5,7.6,28.3,2.0,24.3,1.9,23.0,11.9,19.2,32.4,11.6,8.3,22.7,70.2,83.1,63.8,Austin,2021
10489,48453001705.0,21.4,27.2,9.0,7.3,4.8,3.9,7.4,35.8,2.4,19.6,2.5,19.2,7.4,13.3,26.3,8.4,7.4,9.3,77.3,90.5,78.3,Austin,2021
10490,48453001504.0,17.6,23.1,6.8,7.7,3.9,3.7,6.5,30.5,2.2,21.2,2.2,22.3,10.1,15.0,28.9,10.5,7.6,12.8,72.8,86.6,72.9,Austin,2021
10491,48453002111.0,17.4,28.9,4.3,9.5,5.3,5.7,13.4,30.6,3.5,32.2,3.4,17.8,17.6,31.5,36.7,15.8,14.1,36.6,70.0,79.5,46.2,Austin,2021
